req_id,requirement_group,requirement_title,owner_layer,owner_component,requirement_text,claim_type,required_proof_depth,runtime_sensitive,side_effect_sensitive,required_artifacts,required_positive_evidence,required_negative_controls,acceptance_rule,fail_closed_if_missing,required_ci_gate,required_matrix_columns,runtime_claim_allowed_rule,final_acceptance_status_rule,notes,best_practice_basis,best_practice_gap_closed,implementation_target_files,verifier_target_files,required_output_artifacts,positive_assertions_to_implement,negative_assertions_to_implement,downgrade_rule,priority,implementation_wave,windsurf_acceptance_command,current_known_status
RTC-REQ-014,Runtime Chain,Runtime artifact provenance fields required,U0-L6 / Runtime,All producer components,"Every certification artifact MUST include producer_component, producer_module, producer_function_or_class, emitted_at, artifact_hash, and upstream_artifact_ref.",STATIC_ENFORCEMENT,E2_STATIC_CHECK,true,false,artifact_manifest,Manifest validator confirms required provenance fields on every artifact.,Missing producer; missing hash; missing upstream ref; producer is harness for production artifact.,ACCEPTED only when artifact provenance is complete and chain resolves.,Block with ARTIFACT_PROVENANCE_GAP.,verify_artifact_manifest.py,producer_component; producer_module; producer_function_or_class; emitted_at; artifact_hash; upstream_artifact_ref,false if provenance incomplete,ACCEPTED illegal with incomplete provenance,Enables end-to-end traceability.,99 E2E proof bundle minimum standard and composition-vs-integrated proof distinction.,"Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/runtime/*; agentic_core/L0_routing/*; agentic_core/L3_orchestration/exit_eval/v6/*; scripts/proof/*,scripts/verify_rtc_req_014.py,runtime_certification_report.md; integrated_runtime_bundle.json; artifact_manifest.json; no_bypass_receipt.json,Assert full 99 proof bundle minimum artifact set and producer-owned provenance chain.,"Must include missing artifact, wrong producer, missing upstream ref, no Exit, multiple X3, composition labelled integrated.","Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W2-integrated-runtime-entrypoint,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,Known current state: composition proof exists; integrated runtime entrypoint BLOCKED.
RTC-REQ-015,Runtime Chain,Policy blueprint registry bound on runtime artifacts,00A L5 / 00B L4,Authority binding,"Runtime-sensitive artifacts MUST bind policy_hash, blueprint_hash, registry_digest_set, replay_key, and trace_id where applicable.",INTEGRATED_RUNTIME,E6_INTEGRATED_RUNTIME_PROOF,true,false,authority_context_receipt; runtime_artifact_manifest,Runtime artifacts carry consistent policy/blueprint/registry/replay identity across path.,Missing policy_hash; mismatched blueprint_hash; stale registry digest; replay_key missing.,ACCEPTED only when all authority binding fields exist and remain consistent.,Block with AUTHORITY_BINDING_GAP.,verify_runtime_authority_binding.py,policy_hash; blueprint_hash; registry_digest_set; replay_key; trace_id,false if authority binding missing,ACCEPTED illegal with mismatched authority identity,Prevents stale-policy proof.,99 E2E proof bundle minimum standard and composition-vs-integrated proof distinction.,"Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/runtime/*; agentic_core/L0_routing/*; agentic_core/L3_orchestration/exit_eval/v6/*; scripts/proof/*,scripts/verify_rtc_req_015.py,runtime_certification_report.md; integrated_runtime_bundle.json; artifact_manifest.json; no_bypass_receipt.json,Assert full 99 proof bundle minimum artifact set and producer-owned provenance chain.,"Must include missing artifact, wrong producer, missing upstream ref, no Exit, multiple X3, composition labelled integrated.","Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W2-integrated-runtime-entrypoint,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,Known current state: composition proof exists; integrated runtime entrypoint BLOCKED.
RTC-REQ-020,Observability,Collector-backed OTEL required for observability claims,00C / L6 Observability,OTEL pipeline,OBSERVABILITY_RUNTIME rows MUST prove spans and counters exported to an external collector or equivalent sink.,OBSERVABILITY_RUNTIME,E7_REAL_OTEL_EXPORT,true,false,collector_receipt; span_export; metric_export,"Collector-backed run shows parent scenario span, child spans, same trace linkage, counter deltas, and metric attributes.",In-memory-only exporter; missing collector receipt; missing span tree; missing counter delta.,ACCEPTED only with external export evidence and correlated trace/counter proof.,Block with OTEL_EXPORT_MISSING.,verify_otel_export.py,otel_artifact_path; trace_id; metric_delta_ref; exporter_status,true only when exporter_status is external/collector,ACCEPTED illegal for in_memory_only observability claim,In-memory spans are component proof only.,99 OTEL span-tree proof; real exporter/collector required for observability claims.,"Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/L6_observability/*; scripts/proof/*otel*; docker-compose.otel.yml,scripts/verify_otel_export.py; tests/runtime/test_otel_runtime_certification.py,otel_certification_report.md; spans.json; metrics.json; collector_receipt.json,"Assert collector export, parent span, child spans, counter deltas, and trace linkage.","Must include in-memory-only exporter accepted attempt, missing parent span, missing counter delta, split trace.","Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P1,W3-otel-replay-observability,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,Known current state: in-memory spans exist in prior proof; collector-backed export remains required.
RTC-REQ-021,Observability,Parent scenario span required,00C / L6 Observability,OTEL instrumentation,"Runtime observability proof MUST include a parent scenario span that links route, cache/retrieval, execution, Exit, and exhaust spans under one trace tree or documented trace linkage.",OBSERVABILITY_RUNTIME,E7_REAL_OTEL_EXPORT,true,false,span_tree_export,Trace tree contains parent span and required child spans with consistent trace_id or trace linkage.,Route and Exit spans are sibling roots; trace IDs differ with no linkage; missing parent span.,ACCEPTED only when trace tree proves path correlation.,Block with OTEL_TRACE_CORRELATION_GAP.,verify_otel_trace_tree.py,trace_id; parent_span_id; child_span_refs; otel_artifact_path,true only with correlated trace tree,ACCEPTED illegal if route/cache/exit not trace-linked,Closes local span decoration gap.,99 OTEL span-tree proof; real exporter/collector required for observability claims.,"Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/L6_observability/*; scripts/proof/*otel*; docker-compose.otel.yml,scripts/verify_otel_export.py; tests/runtime/test_otel_runtime_certification.py,otel_certification_report.md; spans.json; metrics.json; collector_receipt.json,"Assert collector export, parent span, child spans, counter deltas, and trace linkage.","Must include in-memory-only exporter accepted attempt, missing parent span, missing counter delta, split trace.","Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P1,W3-otel-replay-observability,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,Known current state: in-memory spans exist in prior proof; collector-backed export remains required.
RTC-REQ-022,Observability,Counter deltas prove metric emission,00C / L6 Observability,Metric exporter,"Counter proof MUST include before/after deltas and attributes for route_id, cache_tier, namespace, policy_hash when applicable, and result/reason code.",OBSERVABILITY_RUNTIME,E7_REAL_OTEL_EXPORT,true,false,metric_delta_report,"Metric export contains counter names, attributes, before value, after value, and delta.",Only function call observed; no export; no attributes; no delta.,ACCEPTED only when metric delta is externally visible or collector-exported.,Block with METRIC_DELTA_MISSING.,verify_metric_export.py,metric_name; metric_attributes; counter_delta_ref,true only with delta proof,ACCEPTED illegal if metrics are only local function invocations,Applies to cache hit counters.,99 OTEL span-tree proof; real exporter/collector required for observability claims.,"Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/L6_observability/*; scripts/proof/*otel*; docker-compose.otel.yml,scripts/verify_otel_export.py; tests/runtime/test_otel_runtime_certification.py,otel_certification_report.md; spans.json; metrics.json; collector_receipt.json,"Assert collector export, parent span, child spans, counter deltas, and trace linkage.","Must include in-memory-only exporter accepted attempt, missing parent span, missing counter delta, split trace.","Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P1,W3-otel-replay-observability,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,Known current state: in-memory spans exist in prior proof; collector-backed export remains required.
RTC-REQ-023,Replay,Replay pair required for replay claims,00C / 05 Exit / L6,Replay verifier,"REPLAY_RUNTIME rows MUST include original and replay bundles, stable replay key, same route, same X3 disposition, and stable deterministic digest.",REPLAY_RUNTIME,E8_REPLAY_DETERMINISM,true,false,original_bundle; replay_bundle; replay_comparison_receipt,"Replay comparison proves stable input digest, route, disposition, and deterministic digest.",Missing replay pair; changed route; changed X3; digest mismatch; replay uses live provider instead of transcript where disallowed.,ACCEPTED only when replay comparison passes and negative replay mutation fails closed.,Block with REPLAY_PROOF_GAP.,verify_replay_determinism.py,replay_artifact_path; replay_digest; replay_key; x3_disposition_ref,true only with passing replay pair,ACCEPTED illegal on single-run proof,Runtime certification needs replay where claimed.,99 deterministic replay proof and replay comparison receipt requirement.,"Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/runtime/replay/*; scripts/proof/*replay*; tests/runtime/*replay*,scripts/verify_replay_determinism.py; tests/runtime/test_replay_determinism.py,replay_certification_report.md; original_bundle.json; replay_bundle.json; replay_comparison_receipt.json,"Assert original/replay pair with same route, X3, replay key, and deterministic digest.",Must include mutated input/artifact/policy causing replay block with expected_fail_reason.,"Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P1,W3-otel-replay-observability,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-024,Replay,Replay mutation negative required,L6 / Replay,Replay hardening,Replay proof MUST include a mutation/fault case proving digest or route/disposition mismatch blocks certification.,NO_BYPASS_RUNTIME,E4_NEGATIVE_CONTROL,true,false,replay_negative_report,A mutated artifact/input/policy causes replay verifier to block with expected reason.,Mutation accepted; verifier ignores changed artifact; unknown treated as pass.,ACCEPTED only when replay mutation negative fails closed.,Block with REPLAY_NEGATIVE_MISSING.,verify_replay_negative.py,negative_control_path; expected_fail_reason; actual_fail_reason,false if mutation not tested,ACCEPTED illegal without fail-closed replay negative,Prevents replay theater.,99 deterministic replay proof and replay comparison receipt requirement.,"Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/runtime/replay/*; scripts/proof/*replay*; tests/runtime/*replay*,scripts/verify_replay_determinism.py; tests/runtime/test_replay_determinism.py,replay_certification_report.md; original_bundle.json; replay_bundle.json; replay_comparison_receipt.json,"Assert original/replay pair with same route, X3, replay key, and deterministic digest.",Must include mutated input/artifact/policy causing replay block with expected_fail_reason.,"Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P1,W3-otel-replay-observability,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,
RTC-REQ-030,Gate and Merkle,All-requirements gate readiness,99 / Certification,All requirements gate,"The all-requirements gate may report READY only when all required tier gates, runtime gates, hardening gates, and proof-depth legality checks pass.",STATIC_ENFORCEMENT,E2_STATIC_CHECK,false,false,all_requirements_gate_result; all_requirements_gate_report,"Gate result is READY, failed_commands empty, hardening PASSED, no acceptance legality violations.",Failed command; hardening count below minimum; row accepted with insufficient proof; UNKNOWN treated as pass.,ACCEPTED only when master gate is READY and failed_commands=[],Block with ALL_REQUIREMENTS_GATE_BLOCKED.,verify_all_requirements_gates.py,ci_gate_result; failed_commands; hardening_result,false for gate-only row,ACCEPTED illegal if gate BLOCKED,No green badge over failed gate.,"All-requirements gate/Merkle outputs must fail closed; prior artifacts showed BLOCKED, empty root, leaf_count=0.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",scripts/verify_all_requirements_gates.py; scripts/verify_all_requirements_merkle_root.py; agentic_core/runtime/prove_requirements/*,scripts/verify_all_requirements_gates.py; scripts/verify_all_requirements_merkle_root.py; scripts/verify_source_divergence.py,all_requirements_gate_report.md; all_requirements_gate_result.json; all_requirements_merkle_root.json; all_requirements_merkle_leaves.json; source_divergence_report.md,"Gate result is READY, failed_commands empty, hardening PASSED, no acceptance legality violations.",Failed command; hardening count below minimum; row accepted with insufficient proof; UNKNOWN treated as pass.,"Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W0-certification-source-of-truth,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,"Known current state from uploaded artifacts: all_requirements gate BLOCKED, Merkle root empty/unset, leaf_count=0, hardening FAILED."
RTC-REQ-031,Gate and Merkle,Merkle root non-empty and complete,99 / Certification,Merkle verifier,Merkle root may be emitted only when leaf_count equals canonical requirement count and root is non-empty.,STATIC_ENFORCEMENT,E2_STATIC_CHECK,false,false,all_requirements_merkle_root.json; all_requirements_merkle_leaves.json; all_requirements_merkle_tree.json,Leaf count equals canonical universe; root non-empty; every accepted row has leaf.,leaf_count=0; root empty; tree empty; missing accepted row leaf.,ACCEPTED only when Merkle root is non-empty and covers canonical universe.,Block with MERKLE_INCOMPLETE.,verify_all_requirements_merkle_root.py,merkle_leaf_hash; merkle_root_ref; canonical_requirement_count,false for Merkle row,ACCEPTED illegal with empty root,Prevents empty-root attestation.,"All-requirements gate/Merkle outputs must fail closed; prior artifacts showed BLOCKED, empty root, leaf_count=0.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",scripts/verify_all_requirements_gates.py; scripts/verify_all_requirements_merkle_root.py; agentic_core/runtime/prove_requirements/*,scripts/verify_all_requirements_gates.py; scripts/verify_all_requirements_merkle_root.py; scripts/verify_source_divergence.py,all_requirements_gate_report.md; all_requirements_gate_result.json; all_requirements_merkle_root.json; all_requirements_merkle_leaves.json; source_divergence_report.md,Leaf count equals canonical universe; root non-empty; every accepted row has leaf.,leaf_count=0; root empty; tree empty; missing accepted row leaf.,"Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W0-certification-source-of-truth,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,"Known current state from uploaded artifacts: all_requirements gate BLOCKED, Merkle root empty/unset, leaf_count=0, hardening FAILED."
RTC-REQ-032,Gate and Merkle,Source divergence block,99 / Certification,Verifier reconciler,"If two verifiers read different requirement universes or counts, certification MUST fail with SOURCE_DIVERGENCE.",NO_BYPASS_RUNTIME,E4_NEGATIVE_CONTROL,false,false,source_divergence_report,"Reconciler compares input files, working directories, output dirs, timestamps, and counts across verifiers.",Merkle sees 0 while gate sees N; different repo root; different artifacts dir; missing generated input.,ACCEPTED only when all verifiers agree on canonical source and count.,Block with SOURCE_DIVERGENCE.,verify_source_divergence.py,source_input_paths; working_directory; repo_root; output_directory,false until reconciled,ACCEPTED illegal with conflicting verifier universes,Addresses 0 vs 150 vs 198/200 confusion.,"All-requirements gate/Merkle outputs must fail closed; prior artifacts showed BLOCKED, empty root, leaf_count=0.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",scripts/verify_all_requirements_gates.py; scripts/verify_all_requirements_merkle_root.py; agentic_core/runtime/prove_requirements/*,scripts/verify_all_requirements_gates.py; scripts/verify_all_requirements_merkle_root.py; scripts/verify_source_divergence.py,all_requirements_gate_report.md; all_requirements_gate_result.json; all_requirements_merkle_root.json; all_requirements_merkle_leaves.json; source_divergence_report.md,"Reconciler compares input files, working directories, output dirs, timestamps, and counts across verifiers.",Merkle sees 0 while gate sees N; different repo root; different artifacts dir; missing generated input.,"Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W0-certification-source-of-truth,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,"Known current state from uploaded artifacts: all_requirements gate BLOCKED, Merkle root empty/unset, leaf_count=0, hardening FAILED."
RTC-REQ-033,Gate and Merkle,Hardening minimum enforced,99 / Certification,Hardening gate,"The certification gate MUST require a non-zero, configured minimum number of fail-closed hardening cases and all must pass.",NO_BYPASS_RUNTIME,E4_NEGATIVE_CONTROL,false,false,hardening_report; hardening_result,Hardening case count meets minimum and every case passes.,case_count=0; hardening failed; hardening skipped; hardening errors ignored.,ACCEPTED only when hardening_result=PASSED and case_count>=minimum.,Block with HARDENING_INSUFFICIENT.,verify_tier_gate_hardening.py,hardening_case_count; hardening_result; failed_commands,false for hardening row,ACCEPTED illegal if hardening failed,Prevents green gate with zero hardening cases.,"All-requirements gate/Merkle outputs must fail closed; prior artifacts showed BLOCKED, empty root, leaf_count=0.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",scripts/verify_all_requirements_gates.py; scripts/verify_all_requirements_merkle_root.py; agentic_core/runtime/prove_requirements/*,scripts/verify_all_requirements_gates.py; scripts/verify_all_requirements_merkle_root.py; scripts/verify_source_divergence.py,all_requirements_gate_report.md; all_requirements_gate_result.json; all_requirements_merkle_root.json; all_requirements_merkle_leaves.json; source_divergence_report.md,Hardening case count meets minimum and every case passes.,case_count=0; hardening failed; hardening skipped; hardening errors ignored.,"Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W0-certification-source-of-truth,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,"Known current state from uploaded artifacts: all_requirements gate BLOCKED, Merkle root empty/unset, leaf_count=0, hardening FAILED."
RTC-REQ-034,Gate and Merkle,Downgraded rows report required,99 / Certification,Report generator,Certification pipeline MUST emit a report listing rows downgraded from ACCEPTED to PARTIAL/BLOCKED/DEFERRED under proof-depth rules.,STATIC_ENFORCEMENT,E2_STATIC_CHECK,false,false,downgraded_rows_report.md,"Report contains req_id, prior status, recomputed status, reason, and required remediation.",No report; downgraded rows hidden; prior ACCEPTED retained despite gaps.,ACCEPTED only when downgraded row report is generated and complete.,Block with DOWNGRADED_ROWS_REPORT_MISSING.,generate_runtime_certification_reports.py,prior_status; recomputed_status; blocking_gap,false,ACCEPTED illegal if report hidden,Makes semantic cache downgrade visible.,"All-requirements gate/Merkle outputs must fail closed; prior artifacts showed BLOCKED, empty root, leaf_count=0.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",scripts/verify_all_requirements_gates.py; scripts/verify_all_requirements_merkle_root.py; agentic_core/runtime/prove_requirements/*,scripts/verify_all_requirements_gates.py; scripts/verify_all_requirements_merkle_root.py; scripts/verify_source_divergence.py,all_requirements_gate_report.md; all_requirements_gate_result.json; all_requirements_merkle_root.json; all_requirements_merkle_leaves.json; source_divergence_report.md,"Report contains req_id, prior status, recomputed status, reason, and required remediation.",No report; downgraded rows hidden; prior ACCEPTED retained despite gaps.,"Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W0-certification-source-of-truth,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,"Known current state from uploaded artifacts: all_requirements gate BLOCKED, Merkle root empty/unset, leaf_count=0, hardening FAILED."
RTC-REQ-040,Semantic Cache,Semantic cache requirement decomposed,L0 / L4 Cache,SemanticCacheManager + route_gates,"Any R1B semantic cache requirement MUST be decomposed into subclaims: dense similarity composition, approved model, production threshold, policy/freshness/tenant/reuse, negatives, terminal Exit, integrated runtime, OTEL if claimed, replay if claimed.",STATIC_ENFORCEMENT,E2_STATIC_CHECK,true,false,semantic_cache_subclaim_matrix,Subclaim rows or columns exist and each has independent status.,Single ACCEPTED row hides BLOCKED/CALIBRATION_GAP/NOT_PROVEN subclaims.,ACCEPTED only when all required semantic-cache subclaims pass.,Block with SEMANTIC_CACHE_SUBCLAIMS_MISSING.,verify_semantic_cache_certification.py,subclaim_id; subclaim_status; blocking_gap,false unless all required subclaims pass,ACCEPTED illegal when any required subclaim is not PASS,Applies to 10C-REQ-077.,"99 proof bundle minimum standard; 00B.4 L4 cache state policy/freshness/tenant/reuse law; recent R1B run: dense composition PASS but approved model BLOCKED, production threshold CALIBRATION_GAP, NEG-5/6/7 INFRASTRUCTURE_GAP, integrated runtime BLOCKED.","Adds explicit proof-depth, artifact, negative, source-of-truth, and fail-closed gates so ACCEPTED cannot hide weaker evidence.",agentic_core/L4_state/utils/memory/semantic_cache_manager.py; agentic_core/L0_routing/reasoning/route_gates.py; agentic_core/L4_state/contracts/records.py; scripts/proof/run_l0_route_proof_v2.py; scripts/proof/assert_l0_route_proof.py,scripts/verify_semantic_cache_certification.py; tests/runtime/test_semantic_cache_certification.py; tests/runtime/test_semantic_cache_negatives.py,semantic_cache_certification_report.md; semantic_cache_subclaims.json; negatives.json; production_threshold_calibration.json; l4_cache_state_schema_proof.json; r1b_integrated_runtime_bundle.json when runtime claimed,"Assert seed_query != live_query; L1 exact miss; L2 dense hit; reason_code=d2_semantic_hit; actual/expected model recorded; threshold actual/default recorded; production threshold run executed; TerminalRetPacket, ExitReviewPacket, X3Disposition present.","Must include below-threshold miss, lexical-overlap false-hit miss, wrong tenant, wrong namespace, stale policy, expired freshness, missing embedding ref, missing answer ref, unsafe reuse class, model unavailable, dimension mismatch, threshold override in production mode, exact-hash laundering, multiple RouteContracts, L2 execution on terminal route, and Exit bypass.","Downgrade to PARTIAL/BLOCKED if any required artifact, proof depth, subclaim, negative, replay, OTEL, or integrated-runtime condition is missing.",P0,W1-semantic-cache-closeout,python scripts/verify_runtime_certification_matrix.py && python scripts/verify_all_requirements_gates.py && python scripts/verify_all_requirements_merkle_root.py,Known current state: dense composition proof PASS; approved BGE-M3 model BLOCKED; production threshold at 0.95 CALIBRATION_GAP with fallback MiniLM; policy/freshness/tenant/reuse PARTIAL; integrated runtime BLOCKED.
